binf_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr19_18456344_18456345	20	0.109502	0.902077	12.1984	-5	5	0.0242568	0.479157	35.2255	6	8	0.0382169	0.610784	20.1665	-80	5	0.0242568	0.479157	35.2255	-87	3	0.0147026	0.369274	62.0152	-34	18	0.101433	0.843544	14.5402	3	1	0.00495037	0.212132	196.005	77	26	0.152422	0.993973	16.7591	9	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-68	1	0.00495037	0.212132	196.005	-11
chr19_18607774_18607775	16	0.0832157	0.827832	13.9949	-98	13	0.080394	0.684316	23.902	77	7	0.033613	0.569862	23.7504	84	6	0.0289597	0.526235	28.5308	74	1	0.00495037	0.212132	196.005	68	8	0.0382169	0.610784	20.1665	-24	4	0.0195045	0.427482	45.2703	-53	15	0.0690577	0.851943	8.48065	75	0	0	0	0	0	1	0.00495037	0.212132	196.005	91	5	0.0242568	0.479157	35.2255	-55
chr19_18754881_18754882	4	0.0195045	0.427482	45.2703	-54	8	0.0382169	0.610784	20.1665	-11	2	0.00985124	0.300753	95.51	-20	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-88	1	0.00495037	0.212132	196.005	-6	2	0.00985124	0.300753	95.5101	-50	0	0	0	0	0	2	0.00985124	0.300753	95.51	-14	0	0	0	0	0
chr19_18845817_18845818	97	0.458652	2.13774	0.46419	-8	23	0.131185	0.947788	10.9946	-11	28	0.129848	1.15975	4.76655	-11	20	0.099552	0.946085	9.49958	-7	6	0.0289597	0.526235	28.5308	-36	17	0.0774238	0.911878	6.91592	-78	4	0.0195045	0.427482	45.2703	-33	17	0.0873741	0.858386	12.6428	-96	2	0.00985124	0.300753	95.5101	-78	8	0.0382169	0.610784	20.1665	-96	6	0.0289597	0.526235	28.5308	-51
chr19_18854242_18854243	89	0.505433	1.86846	1.1385	-88	4	0.0195045	0.427482	45.2703	-47	142	0.625282	-1.11363	-0.208737	-52	16	0.103116	0.743672	19.4526	-92	11	0.0517314	0.72184	13.3306	-93	40	0.209153	1.30543	4.41676	-87	7	0.033613	0.569862	23.7504	-87	19	0.0955422	0.917447	10.4211	-89	0	0	0	0	0	14	0.0747506	0.764268	17.3713	-89	5	0.0242568	0.479157	35.2255	-79
chr19_18909251_18909252	25	0.118858	1.08231	6.13474	-72	24	0.115096	1.05586	6.67944	53	8	0.0382169	0.610784	20.1665	-56	5	0.0242568	0.479157	35.2255	-96	4	0.0195045	0.427482	45.2703	37	10	0.0472761	0.686443	15.1524	71	3	0.0147026	0.369274	62.0152	-95	4	0.0195045	0.427482	45.2703	51	1	0.00495037	0.212132	196.005	72	9	0.0427712	0.649519	17.3802	43	2	0.00985124	0.300753	95.51	31
chr19_19036504_19036505	12	0.0561372	0.755929	11.8135	-7	28	0.149749	1.07994	7.67139	10	13	0.0604935	0.788886	10.5307	3	2	0.00985124	0.300753	95.51	97	2	0.00985124	0.300753	95.51	-7	2	0.00985124	0.300753	95.51	8	0	0	0	0	0	9	0.0427712	0.649519	17.3802	27	1	0.00495037	0.212132	196.005	95	3	0.0147026	0.369274	62.0152	-73	4	0.0195045	0.427482	45.2703	7
chr19_19186411_19186412	18	0.121334	0.771271	28.7727	36	2	0.00985124	0.300753	95.5101	-94	3	0.0147026	0.369274	62.0152	-73	6	0.0289597	0.526235	28.5308	1	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-94	1	0.00495037	0.212132	196.005	-90	4	0.0195045	0.427482	45.2703	-59	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-81	1	0.00495037	0.212132	196.005	94
chr19_19217346_19217347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_19259376_19259377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	55	0	0	0	0	0
chr19_19267469_19267470	0	0	0	0	0	1	0.00495037	0.212132	196.005	97	1	0.00495037	0.212132	196.005	9	1	0.00495037	0.212132	196.005	98	1	0.00495037	0.212132	196.005	-16	1	0.00495037	0.212132	196.005	-1	2	0.00985124	0.300753	95.5101	-4	4	0.0195045	0.427482	45.2703	90	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	97
chr19_19335830_19335831	21	0.093562	1.0247	4.6881	-27	8	0.0382169	0.610784	20.1665	-92	12	0.0660875	0.696702	22.0527	-26	31	0.160293	1.15566	6.23824	-91	5	0.0242568	0.479157	35.2255	-58	35	0.183609	1.21912	5.43748	-23	3	0.0147026	0.369274	62.0152	28	19	0.085592	0.969309	5.68334	-57	0	0	0	0	0	39	0.305636	1.0529	17.008	98	6	0.0289597	0.526235	28.5308	-98
chr19_19336803_19336804	10	0.0472761	0.686443	15.1524	55	8	0.0382169	0.610784	20.1665	-67	8	0.0382169	0.610784	20.1665	6	10	0.0472761	0.686443	15.1524	89	1	0.00495037	0.212132	196.005	71	12	0.0561372	0.755929	11.8135	-45	1	0.00495037	0.212132	196.005	-11	3	0.0246529	0.285176	131.817	-27	0	0	0	0	0	16	0.0832158	0.827832	13.9949	-75	4	0.0195045	0.427482	45.2703	-67
chr19_19503086_19503087	7	0.033613	0.569862	23.7504	-98	7	0.033613	0.569862	23.7504	-87	4	0.0195045	0.427482	45.2703	-89	10	0.0572263	0.623918	28.8885	45	2	0.00985124	0.300753	95.51	-19	7	0.033613	0.569862	23.7504	-88	3	0.0147026	0.369274	62.0152	-98	2	0.00985124	0.300753	95.51	-22	0	0	0	0	0	7	0.0435633	0.500568	47.475	-78	0	0	0	0	0
chr19_19566218_19566219	4	0.0195045	0.427482	45.2703	-74	1	0.00495037	0.212132	196.005	-75	1	0.00495037	0.212132	196.005	80	1	0.00495037	0.212132	196.005	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_19634957_19634958	3	0.0147026	0.369274	62.0152	36	1	0.00495037	0.212132	196.005	-91	3	0.0246529	0.285176	131.817	90	2	0.00985124	0.300753	95.51	82	2	0.00985124	0.300753	95.51	-31	21	0.113463	0.930504	11.2117	-90	1	0.00495037	0.212132	196.005	31	2	0.00985124	0.300753	95.51	30	0	0	0	0	0	12	0.0660875	0.696702	22.0527	12	2	0.00985124	0.300753	95.5101	-79
chr19_19789616_19789617	0	0	0	0	0	1	0.00495037	0.212132	196.005	-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_19958143_19958144	1	0.00495037	0.212132	196.005	-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_20793143_20793144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-10	0	0	0	0	0	8	0.0382169	0.610784	20.1665	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_21310162_21310163	3	0.0147026	0.369274	62.0152	61	25	0.128809	1.03966	8.13652	58	1	0.00495037	0.212132	196.005	-88	5	0.0242568	0.479157	35.2255	73	4	0.0195045	0.427482	45.2703	-88	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-45	0	0	0	0	0	1	0.00495037	0.212132	196.005	-89	3	0.0147026	0.369274	62.0152	54
chr19_21500489_21500490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_23229268_23229269	2	0.00985124	0.300753	95.5101	-83	2	0.00985124	0.300753	95.51	42	5	0.0242568	0.479157	35.2255	-80	3	0.0147026	0.369274	62.0152	11	1	0.00495037	0.212132	196.005	-66	0	0	0	0	0	1	0.00495037	0.212132	196.005	-80	6	0.0289597	0.526235	28.5308	79	0	0	0	0	0	1	0.00495037	0.212132	196.005	41	1	0.00495037	0.212132	196.005	-66
chr19_29609724_29609725	19	0.0955422	0.917447	10.4211	84	4	0.0195045	0.427482	45.2703	-98	7	0.033613	0.569862	23.7504	91	10	0.0572263	0.623918	28.8885	-43	1	0.00495037	0.212132	196.005	-78	26	0.142472	1.0281	8.83293	-4	0	0	0	0	0	12	0.0660875	0.696702	22.0527	-73	0	0	0	0	0	14	0.0648004	0.820851	9.43201	-40	3	0.0147026	0.369274	62.0152	-42
chr19_29985400_29985401	5	0.0242568	0.479157	35.2255	-60	4	0.0195045	0.427482	45.2703	85	4	0.0195045	0.427482	45.2703	-87	72	0.41895	1.66026	4.93279	-48	2	0.00985124	0.300753	95.51	59	17	0.0873741	0.858386	12.6428	-48	1	0.00495037	0.212132	196.005	-28	2	0.00985124	0.300753	95.5101	-51	1	0.00495037	0.212132	196.005	-51	23	0.121235	0.985915	9.52356	-50	2	0.00985124	0.300753	95.5101	-68
chr19_32355453_32355454	5	0.0342071	0.403494	73.2399	90	5	0.0242568	0.479157	35.2255	89	8	0.0481671	0.544051	39.5975	30	5	0.0242568	0.479157	35.2255	-98	1	0.00495037	0.212132	196.005	-72	3	0.0147026	0.369274	62.0152	35	0	0	0	0	0	2	0.00985124	0.300753	95.51	-59	1	0.00495037	0.212132	196.005	-69	1	0.00495037	0.212132	196.005	56	1	0.00495037	0.212132	196.005	-87
chr19_32463760_32463761	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-98	2	0.00985124	0.300753	95.5101	-46	13	0.0903443	0.645533	25.9205	5	0	0	0	0	0	22	0.177075	0.780314	24.4091	-97	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-93	2	0.00985124	0.300753	95.51	43	12	0.125789	0.504993	78.7262	97	0	0	0	0	0
chr19_32478140_32478141	1	0.00495037	0.212132	196.005	-98	2	0.00985124	0.300753	95.5101	-88	0	0	0	0	0	7	0.033613	0.569862	23.7504	-38	2	0.00985124	0.300753	95.51	-97	2	0.00985124	0.300753	95.5101	-50	2	0.00985124	0.300753	95.5101	-96	6	0.0289597	0.526235	28.5308	-95	0	0	0	0	0	3	0.0147026	0.369275	62.0152	-96	4	0.0195045	0.427482	45.2703	-42
chr19_32648504_32648505	2	0.00985124	0.300753	95.51	49	5	0.0242568	0.479157	35.2255	-42	3	0.0147026	0.369274	62.0152	-50	2	0.00985124	0.300753	95.51	-6	2	0.00985124	0.300753	95.51	14	4	0.0195045	0.427482	45.2703	3	1	0.00495037	0.212132	196.005	-6	3	0.0147026	0.369274	62.0152	-76	1	0.00495037	0.212132	196.005	-7	1	0.00495037	0.212132	196.005	40	1	0.00495037	0.212132	196.005	88
chr19_32653325_32653326	12	0.0660875	0.696702	22.0527	-27	4	0.0195045	0.427482	45.2703	15	5	0.0242568	0.479157	35.2255	1	5	0.0242568	0.479157	35.2255	-98	4	0.0195045	0.427482	45.2703	-74	1	0.00495037	0.212132	196.005	-22	0	0	0	0	0	10	0.0572263	0.623918	28.8885	-7	1	0.00495037	0.212132	196.005	-2	3	0.0147026	0.369274	62.0152	21	1	0.00495037	0.212132	196.005	-7
chr19_32792905_32792906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_32792910_32792911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_32817543_32817544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0195045	0.427482	45.2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_32858645_32858646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	27	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-51	2	0.00985124	0.300753	95.51	-75
chr19_32886592_32886593	5	0.0242568	0.479157	35.2255	-97	1	0.00495037	0.212132	196.005	-9	1	0.00495037	0.212132	196.005	34	1	0.00495037	0.212132	196.005	41	1	0.00495037	0.212132	196.005	-97	0	0	0	0	0	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-98	0	0	0	0	0	1	0.00495037	0.212132	196.005	-49	0	0	0	0	0
chr19_32953210_32953211	0	0	0	0	0	9	0.0427712	0.649519	17.3802	-71	1	0.00495037	0.212132	196.005	-93	1	0.00495037	0.212132	196.005	32	0	0	0	0	0	1	0.00495037	0.212132	196.005	-91	0	0	0	0	0	23	0.111284	1.02905	7.27912	-72	1	0.00495037	0.212132	196.005	-98	1	0.00495037	0.212132	196.005	37	0	0	0	0	0
chr19_32993805_32993806	8	0.0581174	0.495293	45.5024	-35	6	0.0289597	0.526235	28.5308	-7	2	0.00985124	0.300753	95.51	-38	6	0.0289597	0.526235	28.5308	-34	2	0.00985124	0.300753	95.51	-83	2	0.00985124	0.300753	95.51	-34	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-96	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-35	0	0	0	0	0
chr19_33007155_33007156	0	0	0	0	0	4	0.0195045	0.427482	45.2703	-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.5101	-95	3	0.0147026	0.369274	62.0152	96	0	0	0	0	0	1	0.00495037	0.212132	196.005	-56	0	0	0	0	0
chr19_33009024_33009025	2	0.00985124	0.300753	95.51	55	6	0.0289597	0.526235	28.5308	85	9	0.0427712	0.649519	17.3802	26	6	0.0289597	0.526235	28.5308	36	2	0.00985124	0.300753	95.5101	-58	2	0.00985124	0.300753	95.51	38	1	0.00495037	0.212132	196.005	76	9	0.0427712	0.649519	17.3802	-51	0	0	0	0	0	10	0.0572263	0.623918	28.8885	-54	2	0.00985124	0.300753	95.5101	-55
chr19_33011884_33011885	4	0.0195045	0.427482	45.2703	-74	1	0.00495037	0.212132	196.005	93	1	0.00495037	0.212132	196.005	-61	3	0.0147026	0.369274	62.0152	-51	2	0.00985124	0.300753	95.51	85	21	0.123413	0.892205	12.8092	77	1	0.00495037	0.212132	196.005	4	3	0.0147026	0.369274	62.0152	-75	0	0	0	0	0	27	0.175986	0.960617	15.305	72	6	0.0289597	0.526235	28.5308	91
chr19_33095678_33095679	0	0	0	0	0	4	0.0294547	0.347863	95.7371	-98	0	0	0	0	0	3	0.0246529	0.285176	131.817	37	1	0.00495037	0.212132	196.005	73	6	0.0289597	0.526235	28.5308	-97	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-98	0	0	0	0	0	8	0.0481671	0.544051	39.5975	64	1	0.00495037	0.212132	196.005	-98
chr19_33102719_33102720	3	0.0246529	0.285176	131.817	87	1	0.00495037	0.212132	196.005	68	1	0.00495037	0.212132	196.005	60	1	0.00495037	0.212132	196.005	55	1	0.00495037	0.212132	196.005	3	1	0.00495037	0.212132	196.005	55	0	0	0	0	0	2	0.00985124	0.300753	95.51	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_33164459_33164460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_34386492_34386493	419	0.515235	0.353485	0.404026	76	15	0.0790079	0.796491	15.5549	-92	454	1.86342	0.568556	-0.423777	-18	38	0.203064	1.25861	4.97519	47	50	0.196827	1.6821	0.24598	26	20	0.099552	0.946085	9.49958	-91	10	0.0472761	0.686443	15.1524	43	42	0.195144	1.41905	2.9151	77	7	0.033613	0.569862	23.7504	45	14	0.0648004	0.820851	9.43201	-70	7	0.033613	0.569862	23.7504	-72
chr19_34395187_34395188	30	0.146878	1.16834	5.5722	-8	17	0.0873741	0.858386	12.6428	55	6	0.0289597	0.526235	28.5308	-82	9	0.0427712	0.649519	17.3802	22	13	0.0704438	0.73105	19.5084	56	40	0.189253	1.37235	7.7012	-15	3	0.0147026	0.369274	62.0152	45	8	0.0382169	0.610784	20.1665	55	1	0.00495037	0.212132	196.005	67	10	0.0572263	0.623918	28.8885	-72	3	0.0147026	0.369274	62.0152	53
chr19_34411521_34411522	0	0	0	0	0	10	0.0572263	0.623918	28.8885	-98	0	0	0	0	0	1	0.00495037	0.212132	196.005	65	3	0.0147026	0.369274	62.0152	-51	4	0.0195045	0.427482	45.2703	3	1	0.00495037	0.212132	196.005	-83	3	0.0147026	0.369274	62.0152	-61	0	0	0	0	0	1	0.00495037	0.212132	196.005	2	1	0.00495037	0.212132	196.005	-84
chr19_34639043_34639044	1	0.00495037	0.212132	196.005	-55	1	0.00495037	0.212132	196.005	-39	12	0.0561372	0.755929	11.8135	88	1	0.00495037	0.212132	196.005	65	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-28	4	0.0195045	0.427482	45.2703	-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_34683299_34683300	0	0	0	0	0	0	0	0	0	0	5	0.0242568	0.479157	35.2255	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0.163709	1.18043	5.82708	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_34736603_34736604	3	0.0147026	0.369274	62.0152	-50	1	0.00495037	0.212132	196.005	-46	4	0.0195045	0.427482	45.2703	-35	7	0.033613	0.569862	23.7504	-26	1	0.00495037	0.212132	196.005	-12	1	0.00495037	0.212132	196.005	1	0	0	0	0	0	3	0.0147026	0.369274	62.0151	-46	0	0	0	0	0	1	0.00495037	0.212132	196.005	9	1	0.00495037	0.212132	196.005	-36
chr19_34930175_34930176	8	0.0382169	0.610784	20.1665	-18	3	0.0147026	0.369274	62.0152	11	3	0.0147026	0.369274	62.0152	-86	11	0.0517314	0.72184	13.3306	-16	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-60	0	0	0	0	0	5	0.0242568	0.479157	35.2255	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_34959826_34959827	5	0.0242568	0.479157	35.2255	29	1	0.00495037	0.212132	196.005	4	5	0.0342071	0.403494	73.2399	78	2	0.00985124	0.300753	95.5101	-65	1	0.00495037	0.212132	196.005	86	2	0.00985124	0.300753	95.51	-56	0	0	0	0	0	14	0.0747506	0.764268	17.3713	-8	0	0	0	0	0	3	0.0147026	0.369274	62.0152	77	0	0	0	0	0
chr19_35128148_35128149	3	0.0147026	0.369274	62.0152	-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-53	0	0	0	0	0
chr19_35265526_35265527	10	0.0472761	0.686443	15.1524	82	5	0.0242568	0.479157	35.2255	13	2	0.00985124	0.300753	95.51	-84	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-31	4	0.0195045	0.427482	45.2703	-43	0	0	0	0	0	8	0.0382169	0.610784	20.1665	-79	0	0	0	0	0	3	0.0147026	0.369274	62.0151	29	2	0.00985124	0.300753	95.5101	-72
chr19_35304116_35304117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	81	0	0	0	0	0
chr19_35510595_35510596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_35534801_35534802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_35615930_35615931	16	0.0732655	0.882258	7.64899	-64	3	0.0147026	0.369274	62.0152	-98	3	0.0147026	0.369274	62.0152	-30	3	0.0147026	0.369274	62.0152	-98	0	0	0	0	0	18	0.0914829	0.888235	11.4612	-64	0	0	0	0	0	3	0.0147026	0.369274	62.0152	-33	0	0	0	0	0	9	0.0527215	0.585024	33.5915	-64	1	0.00495037	0.212132	196.005	-1
chr19_35629382_35629383	20	0.119452	0.863689	13.862	95	1	0.00495037	0.212132	196.005	-8	2	0.00985124	0.300753	95.5101	-49	11	0.0517314	0.72184	13.3306	17	2	0.00985124	0.300753	95.5101	-62	51	0.338606	1.30812	5.96082	55	2	0.00985124	0.300753	95.51	-75	8	0.0382169	0.610784	20.1665	-92	2	0.00985124	0.300753	95.51	53	10	0.0472761	0.686443	15.1524	41	0	0	0	0	0
chr19_35629383_35629384	20	0.119452	0.863689	13.862	94	1	0.00495037	0.212132	196.005	-9	2	0.00985124	0.300753	95.5101	-50	11	0.0517314	0.72184	13.3306	16	2	0.00985124	0.300753	95.5101	-63	49	0.323655	1.28552	6.54313	54	2	0.00985124	0.300753	95.51	-76	9	0.0427712	0.649519	17.3802	-93	2	0.00985124	0.300753	95.51	52	10	0.0472761	0.686443	15.1524	40	0	0	0	0	0
chr19_35629387_35629388	20	0.119452	0.863689	13.862	90	1	0.00495037	0.212132	196.005	-13	2	0.00985124	0.300753	95.5101	-54	11	0.0517314	0.72184	13.3306	12	2	0.00985124	0.300753	95.5101	-67	49	0.323655	1.28552	6.54313	50	2	0.00985124	0.300753	95.51	-80	9	0.0427712	0.649519	17.3802	-97	2	0.00985124	0.300753	95.51	48	10	0.0472761	0.686443	15.1524	36	0	0	0	0	0
chr19_35656831_35656832	5	0.0242568	0.479157	35.2255	-70	11	0.0517314	0.72184	13.3306	38	0	0	0	0	0	2	0.00985124	0.300753	95.51	-23	4	0.0195045	0.427482	45.2703	-86	3	0.0147026	0.369274	62.0152	-8	1	0.00495037	0.212132	196.005	33	13	0.0704438	0.73105	19.5084	-89	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-89
chr19_35673755_35673756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_35722938_35722939	18	0.101433	0.843544	14.5402	77	2	0.00985124	0.300753	95.5101	-98	6	0.0289597	0.526235	28.5308	-69	5	0.0242568	0.479157	35.2255	30	6	0.0289597	0.526235	28.5308	89	77	0.495037	1.63342	5.58781	63	5	0.0242568	0.479157	35.2255	-69	24	0.125046	1.01298	8.79736	-98	0	0	0	0	0	25	0.158659	0.936768	10.9812	59	4	0.0195045	0.427482	45.2703	-44
chr19_35784705_35784706	19	0.0955422	0.917448	10.4211	6	0	0	0	0	0	6	0.0289597	0.526235	28.5308	-94	8	0.0382169	0.610784	20.1665	-82	5	0.0242568	0.479157	35.2255	-76	77	0.435336	1.74182	4.95931	0	7	0.033613	0.569862	23.7504	-76	14	0.0747506	0.764268	17.3713	77	0	0	0	0	0	21	0.113463	0.930504	11.2117	53	3	0.0147026	0.369274	62.0152	-23
chr19_35858612_35858613	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_35877651_35877652	1	0.00495037	0.212132	196.005	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.51	75	1	0.00495037	0.212132	196.005	78	1	0.00495037	0.212132	196.005	1	11	0.0616816	0.661059	25.1234	-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_35942477_35942478	1	0.00495037	0.212132	196.005	-96	1	0.00495037	0.212132	196.005	-71	1	0.00495037	0.212132	196.005	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_36030740_36030741	1	0.00495037	0.212132	196.005	-7	0	0	0	0	0	1	0.00495037	0.212132	196.005	-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_36091370_36091371	9	0.0527215	0.585024	33.5915	-97	1	0.00495037	0.212132	196.005	-98	3	0.0147026	0.369274	62.0151	-75	4	0.0195045	0.427482	45.2703	-70	1	0.00495037	0.212132	196.005	71	65	0.37801	1.57793	6.46913	-72	2	0.00985124	0.300753	95.51	34	8	0.0382169	0.610784	20.1665	-3	0	0	0	0	0	15	0.0989085	0.711868	38.7224	18	4	0.0195045	0.427482	45.2703	-98
chr19_36366893_36366894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	-22	0	0	0	0	0	0	0	0	0	0	2	0.00985124	0.300753	95.5101	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_36409451_36409452	4	0.0195045	0.427482	45.2703	-55	4	0.0195045	0.427482	45.2703	-57	0	0	0	0	0	0	0	0	0	0	1	0.00495037	0.212132	196.005	70	1	0.00495037	0.212132	196.005	15	0	0	0	0	0	10	0.0472761	0.686443	15.1524	-98	1	0.00495037	0.212132	196.005	49	0	0	0	0	0	0	0	0	0	0
