decoy_chr_start_end	fus_total_overlaps	fus_variance	fus_pearson_median_skew	fus_kurtosis_excess	fus_max_binding_offset	hnrnpc_total_overlaps	hnrnpc_variance	hnrnpc_pearson_median_skew	hnrnpc_kurtosis_excess	hnrnpc_max_binding_offset	hnrnpm_total_overlaps	hnrnpm_variance	hnrnpm_pearson_median_skew	hnrnpm_kurtosis_excess	hnrnpm_max_binding_offset	khsrp_total_overlaps	khsrp_variance	khsrp_pearson_median_skew	khsrp_kurtosis_excess	khsrp_max_binding_offset	khsrpctrl_total_overlaps	khsrpctrl_variance	khsrpctrl_pearson_median_skew	khsrpctrl_kurtosis_excess	khsrpctrl_max_binding_offset	prpf8_total_overlaps	prpf8_variance	prpf8_pearson_median_skew	prpf8_kurtosis_excess	prpf8_max_binding_offset	prpf8ctrl_total_overlaps	prpf8ctrl_variance	prpf8ctrl_pearson_median_skew	prpf8ctrl_kurtosis_excess	prpf8ctrl_max_binding_offset	ptbp1_total_overlaps	ptbp1_variance	ptbp1_pearson_median_skew	ptbp1_kurtosis_excess	ptbp1_max_binding_offset	sfb31_total_overlaps	sfb31_variance	sfb31_pearson_median_skew	sfb31_kurtosis_excess	sfb31_max_binding_offset	u2af2_total_overlaps	u2af2_variance	u2af2_pearson_median_skew	u2af2_kurtosis_excess	u2af2_max_binding_offset	u2af2ctrl_total_overlaps	u2af2ctrl_variance	u2af2ctrl_pearson_median_skew	u2af2ctrl_kurtosis_excess	u2af2ctrl_max_binding_offset
chr20_58153954_58153955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_58219981_58219982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_58219987_58219988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_58354089_58354090	3	0.0288207	0.524891	28.6973	-44	1	0.00980296	0.3	96.0099	-38	0	0	0	0	0	11	0.116851	0.955819	10.3978	-21	2	0.0194099	0.426401	45.5202	38	8	0.092736	0.780307	17.6412	45	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-15	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-6	0	0	0	0	0
chr20_58358463_58358464	7	0.104107	0.644402	24.4444	44	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	19	2	0.0194099	0.426401	45.5202	-34
chr20_58668282_58668283	8	0.072934	0.879883	7.71103	-36	9	0.0811685	0.938315	6.32005	-44	2	0.0194099	0.426401	45.5202	10	20	0.218214	1.27171	4.80816	-44	3	0.0288207	0.524891	28.6973	17	19	0.172532	1.35868	3.07604	-3	1	0.00980296	0.3	96.0099	-31	7	0.0645035	0.818665	9.50303	17	0	0	0	0	0	6	0.0558769	0.753937	11.8965	-33	4	0.0380355	0.609208	20.2912	10
chr20_58668286_58668287	9	0.0811685	0.938315	6.32005	-40	9	0.0811685	0.938315	6.32005	-48	2	0.0194099	0.426401	45.5202	6	20	0.218214	1.27171	4.80816	-48	3	0.0288207	0.524891	28.6973	13	19	0.172532	1.35868	3.07604	-7	1	0.00980296	0.3	96.0099	-35	7	0.0645035	0.818665	9.50303	13	0	0	0	0	0	6	0.0558769	0.753937	11.8965	-37	4	0.0380355	0.609208	20.2912	6
chr20_58675522_58675523	59	0.797373	1.96255	1.27648	-2	16	0.153122	1.21451	4.84553	10	116	2.14626	0.304123	3.06456	-8	31	0.291932	1.7042	1.51115	12	6	0.0558769	0.753937	11.8965	-45	4	0.0380355	0.609208	20.2912	15	6	0.0558769	0.753937	11.8965	-45	26	0.30997	1.38712	6.24947	10	0	0	0	0	0	23	0.255073	1.35268	8.49751	10	4	0.0380355	0.609208	20.2912	8
chr20_58703070_58703071	7	0.0645035	0.818665	9.50303	-30	27	0.354279	1.34738	2.97088	-15	0	0	0	0	0	6	0.0558769	0.753937	11.8965	8	2	0.0194099	0.426401	45.5202	-34	5	0.0470542	0.684653	15.2521	9	15	0.225468	0.938315	15.2813	-14	4	0.0380355	0.609208	20.2912	-32	0	0	0	0	0	8	0.072934	0.879883	7.71103	-13	4	0.0380355	0.609208	20.2912	-12
chr20_58705402_58705403	3	0.0288207	0.524891	28.6973	36	1	0.00980296	0.3	96.01	34	0	0	0	0	0	5	0.0668562	0.57438	34.486	-9	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-23	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-48	0	0	0	0	0	1	0.00980296	0.3	96.01	39	1	0.00980296	0.3	96.01	36
chr20_58709502_58709503	4	0.0380355	0.609208	20.2912	-48	4	0.0380355	0.609208	20.2912	-32	2	0.0194099	0.426401	45.5202	-44	3	0.0288207	0.524891	28.6973	-16	0	0	0	0	0	7	0.104107	0.644402	24.4444	-6	1	0.00980296	0.3	96.01	-7	14	0.178806	0.983415	19.6452	-34	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-8	1	0.00980296	0.3	96.01	32
chr20_59845410_59845411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_59875821_59875822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0470542	0.684653	15.2521	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_59879618_59879619	0	0	0	0	0	1	0.00980296	0.3	96.01	16	0	0	0	0	0	1	0.00980296	0.3	96.01	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_59882272_59882273	0	0	0	0	0	1	0.00980296	0.3	96.0099	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_59894727_59894728	1	0.00980296	0.3	96.01	29	0	0	0	0	0	4	0.0578375	0.494032	45.7523	-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	5	0	0	0	0	0
chr20_59903687_59903688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.0645035	0.818665	9.50304	47	0	0	0	0	0	1	0.00980296	0.3	96.01	33	0	0	0	0	0
chr20_59983228_59983229	0	0	0	0	0	1	0.00980296	0.3	96.01	21	0	0	0	0	0	1	0.00980296	0.3	96.0099	-41	0	0	0	0	0	1	0.00980296	0.3	96.01	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-41	0	0	0	0	0
chr20_59986181_59986182	1	0.00980296	0.3	96.0099	-40	1	0.00980296	0.3	96.0099	-20	1	0.00980296	0.3	96.0099	-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	19	0	0	0	0	0	1	0.00980296	0.3	96.0099	-21	1	0.00980296	0.3	96.0099	-22
chr20_60010035_60010036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_61850754_61850755	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_62133710_62133711	22	0.190177	1.49845	1.86027	-40	1	0.00980296	0.3	96.0099	-18	1	0.00980296	0.3	96.0099	-21	3	0.0288207	0.524891	28.6973	-3	2	0.0194099	0.426401	45.5202	-21	15	0.265072	0.865385	17.8129	-6	2	0.0194099	0.426401	45.5202	-40	7	0.0843055	0.716094	21.5852	-2	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-48	0	0	0	0	0
chr20_62163387_62163388	26	0.706009	0.919111	39.6245	28	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-27	3	0.0288207	0.524891	28.6973	46	1	0.00980296	0.3	96.01	8	69	3.12734	1.15894	30.4612	41	5	0.0668562	0.57438	34.4861	39	5	0.10646	0.455173	64.6305	8	0	0	0	0	0	5	0.0668562	0.57438	34.4861	25	3	0.0288207	0.524891	28.6973	-31
chr20_62174770_62174771	9	0.0811685	0.938315	6.32005	-26	4	0.0380355	0.609208	20.2912	1	1	0.00980296	0.3	96.01	-11	6	0.0558769	0.753937	11.8965	-12	2	0.0194099	0.426401	45.5202	-24	14	0.198608	0.933103	18.0916	1	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-30	0	0	0	0	0	1	0.00980296	0.3	96.0099	-21	4	0.0380355	0.609208	20.2912	-23
chr20_62306486_62306487	20	0.218214	1.27171	4.80816	-48	3	0.0288207	0.524891	28.6973	-42	6	0.0558769	0.753937	11.8965	-40	5	0.0470542	0.684653	15.2521	-6	5	0.0470542	0.684653	15.2521	-13	75	1.53769	1.7965	7.30044	0	1	0.00980296	0.3	96.01	0	15	0.126458	1.2529	1.90775	-9	0	0	0	0	0	10	0.109009	0.89964	12.2811	-4	3	0.0288207	0.524891	28.6973	-26
chr20_62306646_62306647	16	0.172924	1.14286	6.62792	-46	1	0.00980296	0.3	96.01	33	10	0.0892069	0.99449	5.20989	-6	5	0.0470542	0.684653	15.2521	-41	4	0.0380355	0.609208	20.2912	40	63	1.04656	1.82918	4.92229	-6	4	0.0578375	0.494032	45.7523	28	17	0.238996	1.03289	12.8888	-46	0	0	0	0	0	12	0.124498	1.01018	8.86288	-40	4	0.0380355	0.609208	20.2912	-1
chr20_62319140_62319141	56	0.821292	1.83544	4.01427	-11	3	0.0288207	0.524891	28.6973	-42	33	0.497206	1.3901	8.0739	-17	12	0.1443	0.938315	11.2121	-36	8	0.072934	0.879883	7.71103	-29	148	3.83296	0.713068	4.12169	3	19	0.291344	1.04556	23.5562	-15	34	0.381727	1.63456	1.46344	-16	3	0.0486227	0.404112	63.8268	-44	17	0.238996	1.03289	12.8888	-19	8	0.072934	0.879883	7.71103	-12
chr20_62322505_62322506	35	0.523478	1.43687	15.464	25	9	0.120772	0.769234	17.4422	19	13	0.112146	1.15306	2.91696	15	5	0.0470542	0.684653	15.2521	-48	5	0.0668562	0.57438	34.486	-32	301	9.16792	0.97118	3.19392	17	29	0.481914	1.24083	9.40171	-32	25	0.22586	1.5625	2.02488	15	2	0.0194099	0.426401	45.5202	-29	26	0.270366	1.48524	6.8234	15	8	0.072934	0.879883	7.71103	-28
chr20_62322893_62322894	48	0.645427	1.77467	4.33441	-18	13	0.131948	1.06302	7.5922	-28	20	0.17861	1.40565	2.62251	-47	15	0.126458	1.2529	1.90775	4	10	0.109009	0.89964	12.2811	-39	422	20.2653	1.4516	5.12922	14	50	0.962847	1.51353	12.1242	14	60	0.973826	1.80597	2.28593	-19	3	0.0288207	0.524891	28.6973	-10	45	0.563866	1.78002	4.72345	-23	17	0.159788	1.26321	4.17451	-8
chr20_62323380_62323381	32	0.553083	1.27807	7.72155	-19	5	0.0470542	0.684653	15.2521	-15	20	0.317224	1.05474	20.1345	4	15	0.185864	1.03346	8.47227	-22	10	0.0892069	0.99449	5.20989	-46	469	43.3977	1.20387	6.09483	-22	31	0.450348	1.37211	6.12142	-37	60	0.954024	1.82462	2.22785	-22	6	0.0558769	0.753937	11.8965	-15	29	0.363102	1.4295	13.0107	-37	4	0.0380355	0.609208	20.2912	-48
chr20_62326437_62326438	20	0.238016	1.21766	5.26142	-38	20	0.238016	1.21766	10.7225	-25	84	1.13009	2.34706	0.332391	-21	27	0.374081	1.31124	15.1167	-24	18	0.18606	1.2395	5.15131	-6	132	4.45035	0.43648	5.24599	-11	19	0.271542	1.08302	10.334	-12	112	3.95844	1.67208	12.5638	-22	0	0	0	0	0	36	0.467013	1.56472	2.3709	-18	15	0.14626	1.16501	5.62129	-22
chr20_62327095_62327096	9	0.0811685	0.938315	6.32005	-35	2	0.0194099	0.426401	45.5202	-33	1	0.00980296	0.3	96.0099	-48	2	0.0194099	0.426401	45.5202	-30	4	0.0380355	0.609208	20.2912	-44	146	5.17773	1.90583	3.06979	-27	8	0.072934	0.879883	7.71103	-29	8	0.092736	0.780307	17.6412	7	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-6	2	0.0194099	0.426401	45.5202	-33
chr20_62328653_62328654	39	0.652877	1.43367	5.24613	-15	9	0.140574	0.713	18.0793	-16	156	8.01039	0.577213	25.5623	-15	13	0.15175	0.991241	9.78485	-16	9	0.0811685	0.938315	6.32005	-12	122	2.85776	0.368983	5.65977	-14	8	0.092736	0.780307	17.6412	-14	30	0.545437	1.20656	19.9931	48	0	0	0	0	0	14	0.198608	0.933103	18.0917	-13	8	0.152142	0.609208	34.8767	-41
chr20_62395341_62395342	3	0.0288207	0.524891	28.6973	46	1	0.00980296	0.3	96.01	35	0	0	0	0	0	1	0.00980296	0.3	96.0099	-22	2	0.0194099	0.426401	45.5202	-42	7	0.0843055	0.716094	21.5852	-4	1	0.00980296	0.3	96.01	21	5	0.0470542	0.684653	15.2521	-47	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	37
chr20_62418138_62418139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_62798947_62798948	15	0.14626	1.16501	5.62129	37	2	0.0194099	0.426401	45.5202	-6	5	0.0470542	0.684653	15.2521	-35	2	0.0194099	0.426401	45.5202	-22	3	0.0288207	0.524891	28.6973	-8	30	0.466229	1.30503	9.72303	-4	4	0.0380355	0.609208	20.2912	-21	11	0.0970493	1.04881	4.30404	38	1	0.00980296	0.3	96.0099	-23	7	0.104107	0.644402	24.4444	-5	1	0.00980296	0.3	96.01	11
chr20_62804643_62804644	1	0.00980296	0.3	96.0099	-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-3	0	0	0	0	0	1	0.00980296	0.3	96.0099	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_62826966_62826967	6	0.0558769	0.753937	11.8965	-48	3	0.0288207	0.524891	28.6973	-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1.50848	1.45105	10.7017	-11	4	0.0380355	0.609208	20.2912	-44	3	0.0288207	0.524891	28.6973	-41	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-9	4	0.0380355	0.609208	20.2912	-37
chr20_62838503_62838504	5	0.0470542	0.684653	15.2521	-43	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	-8	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-43	2	0.0194099	0.426401	45.5202	12	3	0.0288207	0.524891	28.6973	-40	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-9	3	0.0288207	0.524891	28.6973	-19
chr20_62962501_62962502	74	1.24537	1.96962	4.70263	-45	10	0.0892069	0.99449	5.20989	-19	20	0.17861	1.40565	2.62251	-20	14	0.139202	1.11456	6.52613	-44	16	0.172924	1.14286	6.62792	-43	47	0.446819	2.08849	1.24049	-36	8	0.072934	0.879883	7.71103	-45	32	0.295657	1.74806	1.31186	-48	0	0	0	0	0	30	0.347417	1.5118	13.6419	45	3	0.0288207	0.524891	28.6973	-48
chr20_62963424_62963425	39	0.613273	1.47924	8.04147	-30	4	0.0380355	0.609208	20.2912	-43	12	0.1443	0.938315	11.2121	-34	18	0.265268	1.03808	11.1604	-42	8	0.072934	0.879883	7.71102	-31	177	3.92883	1.13889	2.2914	-30	25	0.364474	1.23	14.2684	-42	58	1.25439	1.5382	29.4325	-42	0	0	0	0	0	60	1.07284	1.72062	6.39643	2	9	0.160376	0.667532	30.8327	-43
chr20_62964133_62964134	108	2.75757	1.93179	4.86477	36	19	0.25174	1.12481	10.966	-14	36	0.645231	1.3312	11.3392	-12	70	0.86619	2.23404	4.7107	38	35	0.523478	1.43687	6.99433	35	343	12.358	1.19136	2.57527	0	62	0.732085	2.15234	0.842247	-13	169	3.86354	1.02758	2.46788	36	0	0	0	0	0	119	2.83952	0.317285	3.98504	0	17	0.199392	1.13082	6.73783	38
chr20_63283985_63283986	96	2.06686	-0.103303	16.1247	48	22	0.467405	0.955819	24.5108	48	73	1.07166	2.09457	3.32517	22	51	0.527203	2.08632	1.3904	47	28	0.299382	1.52	5.70058	-15	493	21.0948	0.575575	1.53787	1	43	0.422704	1.96449	1.76431	-1	127	3.99314	0.38647	16.866	48	1	0.00980296	0.3	96.01	31	62	1.00931	1.83307	4.47702	-39	26	0.191158	1.76635	-0.768718	-48
chr20_63284017_63284018	110	2.25939	0.177847	12.2738	16	26	0.547593	1.04362	18.1718	16	72	1.01657	2.12112	2.19841	-10	49	0.566611	1.93354	1.25371	15	32	0.355063	1.59513	4.01058	-47	396	18.3304	0.645204	3.63858	-31	42	0.401333	1.96923	2.0058	-33	138	4.19253	0.536739	14.9038	16	1	0.00980296	0.3	96.01	-1	51	0.784629	1.71016	6.16973	-14	20	0.17861	1.40565	2.62251	-47
chr20_63308351_63308352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-48	0	0	0	0	0	1	0.00980296	0.3	96.01	17	0	0	0	0	0
chr20_63326655_63326656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_63541801_63541802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-38	0	0	0	0	0
chr20_63642400_63642401	16	0.192726	1.08255	16.1325	41	0	0	0	0	0	1	0.00980296	0.3	96.01	40	3	0.0288207	0.524891	28.6973	47	1	0.00980296	0.3	96.01	39	19	0.291344	1.04556	13.4116	29	5	0.0470542	0.684653	15.2521	27	8	0.072934	0.879883	7.71103	19	0	0	0	0	0	2	0.0194099	0.426401	45.5202	25	0	0	0	0	0
chr20_63681704_63681705	33	0.417998	1.5161	9.38648	22	5	0.0470542	0.684653	15.2521	21	17	0.159788	1.26321	4.17451	22	5	0.0470542	0.684653	15.2521	-32	6	0.0954808	0.576757	29.506	24	101	2.75248	1.80825	6.89822	22	23	0.354083	1.14809	15.7116	22	63	2.07627	1.29867	19.439	22	3	0.0288207	0.524891	28.6973	6	5	0.0470542	0.684653	15.2521	0	5	0.0470542	0.684653	15.2521	-8
chr20_63689402_63689403	6	0.0558769	0.753937	11.8965	-41	1	0.00980296	0.3	96.01	48	2	0.0194099	0.426401	45.5202	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	2	44	0.56269	1.74228	2.51312	26	1	0.00980296	0.3	96.01	34	5	0.0668562	0.57438	34.4861	39	0	0	0	0	0	3	0.0288207	0.524891	28.6973	28	0	0	0	0	0
chr20_63738551_63738552	10	0.128811	0.827606	14.9503	1	1	0.00980296	0.3	96.01	13	3	0.0288207	0.524891	28.6973	-23	4	0.0380355	0.609208	20.2912	-39	3	0.0288207	0.524891	28.6973	-10	109	1.47887	0.1954	2.26067	35	6	0.0558769	0.753937	11.8965	-21	20	0.238016	1.21766	5.26141	45	0	0	0	0	0	12	0.104696	1.10158	3.5515	34	1	0.00980296	0.3	96.01	2
chr20_63739398_63739399	25	0.245662	1.4982	2.69029	-23	3	0.0288207	0.524891	28.6973	-12	4	0.0380355	0.609208	20.2912	-17	12	0.124498	1.01018	8.86288	-43	3	0.0882266	0.3	96.01	-20	86	1.17596	-0.41086	3.7252	-12	7	0.0645035	0.818665	9.50303	36	28	0.398392	1.31766	11.4817	-7	0	0	0	0	0	8	0.092736	0.780307	17.6412	-5	3	0.0288207	0.524891	28.6973	-16
chr20_63740169_63740170	18	0.225664	1.12549	6.47019	-5	4	0.0380355	0.609208	20.2912	-17	15	0.14626	1.16501	5.62129	-46	15	0.166062	1.09334	7.5296	-2	5	0.0470542	0.684653	15.2521	-31	188	5.30752	1.12169	9.70194	-44	32	0.315459	1.6923	1.54373	-43	53	1.19988	1.43716	19.8097	-43	0	0	0	0	0	4	0.0380355	0.609208	20.2912	-45	6	0.0558769	0.753937	11.8965	-26
chr20_63923451_63923452	18	0.146456	1.39707	0.827979	20	26	0.448584	1.15306	11.4344	43	12	0.124498	1.01018	8.86288	17	11	0.0970493	1.04881	4.30404	44	6	0.0558769	0.753937	11.8965	-43	0	0	0	0	0	7	0.0843055	0.716094	21.5852	44	7	0.0843055	0.716094	21.5852	42	0	0	0	0	0	6	0.0756789	0.647834	26.9316	41	3	0.0288207	0.524891	28.6973	-44
chr20_63931339_63931340	61	0.655034	2.23871	2.56992	-10	5	0.0470542	0.684653	15.2521	-14	19	0.231938	1.17184	5.83384	-4	29	0.3433	1.47015	4.87807	30	5	0.0668562	0.57438	34.486	-46	138	4.48956	0.51868	28.4052	-6	8	0.072934	0.879883	7.71103	-44	18	0.245466	1.07914	11.8769	-1	0	0	0	0	0	27	0.374081	1.31124	7.13911	-38	4	0.0380355	0.609208	20.2912	-30
chr20_63943988_63943989	59	0.876581	1.87178	2.49996	-40	16	0.311538	0.85146	26.3351	-41	11	0.136653	0.883858	12.9087	28	20	0.218214	1.27171	4.80816	22	15	0.185864	1.03346	8.47226	-40	151	3.4777	0.796387	9.68424	24	18	0.225664	1.12549	6.47019	-19	93	2.42937	1.7723	10.2887	24	0	0	0	0	0	26	0.30997	1.38712	6.24947	-38	13	0.131948	1.06302	7.5922	-38
chr20_63969494_63969495	28	0.338986	1.42846	5.21126	-19	1	0.00980296	0.3	96.0099	-24	5	0.0470542	0.684653	15.2521	30	12	0.104696	1.10158	3.5515	-12	5	0.0470542	0.684653	15.2521	-45	172	7.47613	0.771294	6.56323	-21	21	0.342908	1.0652	17.3949	-15	57	1.05774	1.64621	7.77078	-17	0	0	0	0	0	9	0.0811685	0.938315	6.32005	-12	4	0.0380355	0.609208	20.2912	46
chr20_63985964_63985965	5	0.0470542	0.684653	15.2521	-46	1	0.00980296	0.3	96.0099	-47	0	0	0	0	0	1	0.00980296	0.3	96.01	-4	1	0.00980296	0.3	96.0099	-47	1	0.00980296	0.3	96.0099	-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	43	0	0	0	0	0
chr20_63990130_63990131	0	0	0	0	0	1	0.00980296	0.3	96.01	34	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-20	5	0.0470542	0.684653	15.2521	13	0	0	0	0	0	1	0.00980296	0.3	96.0099	-28	0	0	0	0	0	2	0.0194099	0.426401	45.5202	15	0	0	0	0	0
chr20_64038449_64038450	17	0.159788	1.26321	4.17451	-17	5	0.0470542	0.684653	15.2521	34	8	0.072934	0.879883	7.71103	-39	12	0.104696	1.10158	3.5515	35	5	0.0470542	0.684653	15.2521	-39	136	9.83041	0.331575	57.162	-1	13	0.15175	0.991241	9.78485	-5	24	0.280169	1.34679	7.53529	-48	0	0	0	0	0	22	0.269385	1.25903	8.71893	-32	4	0.0380355	0.609208	20.2912	-48
chr21_10522043_10522044	2	0.0194099	0.426401	45.5202	-48	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-25	1	0.00980296	0.3	96.0099	-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-37	0	0	0	0	0
chr21_10539312_10539313	2	0.0194099	0.426401	45.5202	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-43	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.01	33	0	0	0	0	0
chr21_10598318_10598319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-30	2	0.0194099	0.426401	45.5202	-30	0	0	0	0	0	1	0.00980296	0.3	96.01	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_10604289_10604290	1	0.00980296	0.3	96.0099	-25	1	0.00980296	0.3	96.01	39	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-40	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_10605311_10605312	4	0.0380355	0.609208	20.2912	19	4	0.0380355	0.609208	20.2912	-48	1	0.00980296	0.3	96.01	-10	2	0.0194099	0.426401	45.5202	-37	0	0	0	0	0	2	0.0392119	0.3	96.01	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-1	0	0	0	0	0
chr21_14165765_14165766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_14186849_14186850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_14216430_14216431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00980296	0.3	96.0099	-31	0	0	0	0	0	4	0.0380355	0.609208	20.2912	0	0	0	0	0	0	1	0.00980296	0.3	96.01	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_14223631_14223632	2	0.0194099	0.426401	45.5202	20	0	0	0	0	0	0	0	0	0	0	5	0.0470542	0.684653	15.2521	-21	2	0.0194099	0.426401	45.5202	-21	1	0.00980296	0.3	96.01	18	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_14225419_14225420	1	0.00980296	0.3	96.01	-7	2	0.0194099	0.426401	45.5202	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_14375013_14375014	0	0	0	0	0	2	0.0194099	0.426401	45.5202	-48	2	0.0194099	0.426401	45.5202	39	0	0	0	0	0	3	0.0288207	0.524891	28.6973	-20	3	0.0486227	0.404112	63.8268	-39	1	0.00980296	0.3	96.0099	-29	0	0	0	0	0	0	0	0	0	0	6	0.0558769	0.753937	11.8965	-36	1	0.00980296	0.3	96.0099	-48
